Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
0,71,157.0,62.0,21.0,98.0,40.5
1,77,186.0,93.0,29.0,102.0,40.8
0,70,179.0,80.0,22.0,105.0,40.5
1,45,177.0,85.0,7.0,89.0,39.5
1,24,195.0,92.0,10.0,93.0,39.8
1,49,181.0,87.0,10.0,92.0,39.8
0,47,159.0,60.0,27.0,104.0,40.8
0,47,158.0,55.0,25.0,108.0,41.0
1,32,189.0,94.0,7.0,83.0,39.2
1,33,195.0,94.0,12.0,81.0,40.3
0,68,173.0,68.0,13.0,91.0,39.9
1,68,173.0,77.0,28.0,105.0,40.8
1,65,176.0,88.0,30.0,110.0,40.4
1,59,190.0,93.0,22.0,93.0,40.7
0,24,155.0,60.0,18.0,99.0,40.6
0,30,164.0,62.0,2.0,81.0,38.1
1,66,193.0,101.0,1.0,83.0,37.9
1,65,204.0,103.0,14.0,93.0,40.1
0,37,163.0,58.0,9.0,82.0,39.7
1,33,186.0,83.0,24.0,116.0,40.3
0,28,167.0,66.0,3.0,87.0,38.5
1,46,201.0,96.0,25.0,108.0,40.3
0,66,155.0,62.0,19.0,99.0,40.5
0,40,158.0,55.0,16.0,84.0,40.1
1,24,170.0,72.0,9.0,77.0,39.7
1,43,171.0,76.0,14.0,95.0,40.2
1,69,171.0,80.0,21.0,103.0,40.3
1,73,192.0,92.0,2.0,68.0,38.2
0,35,183.0,73.0,17.0,97.0,40.5
0,27,170.0,66.0,9.0,94.0,39.8
1,62,177.0,82.0,21.0,102.0,40.7
0,28,169.0,72.0,14.0,87.0,40.7
1,29,186.0,93.0,25.0,101.0,40.7
0,22,163.0,59.0,16.0,104.0,40.1
0,25,155.0,56.0,16.0,95.0,40.9
0,43,173.0,67.0,11.0,95.0,39.7
0,33,163.0,63.0,22.0,101.0,40.7
1,22,186.0,82.0,14.0,89.0,40.2
1,63,191.0,93.0,18.0,93.0,40.3
0,21,169.0,63.0,11.0,91.0,40.0
0,41,164.0,63.0,11.0,87.0,40.2
0,30,169.0,68.0,2.0,83.0,38.4
1,26,180.0,81.0,7.0,92.0,39.5
0,31,145.0,49.0,20.0,101.0,40.5
1,76,177.0,84.0,7.0,84.0,39.1
0,34,160.0,63.0,29.0,119.0,41.3
0,39,166.0,65.0,18.0,99.0,40.7
1,43,183.0,88.0,12.0,95.0,40.0
0,77,162.0,58.0,4.0,91.0,39.0
0,20,159.0,55.0,11.0,95.0,40.1
1,32,175.0,77.0,12.0,98.0,39.9
1,21,188.0,87.0,24.0,98.0,40.9
1,26,199.0,93.0,22.0,104.0,40.6
0,49,173.0,66.0,4.0,81.0,38.9
1,30,185.0,88.0,30.0,110.0,40.9
0,33,150.0,53.0,19.0,106.0,40.4
1,24,171.0,76.0,16.0,95.0,40.2
0,40,180.0,76.0,4.0,80.0,38.7
0,61,181.0,78.0,25.0,98.0,40.8
1,79,175.0,80.0,12.0,94.0,40.1
0,72,181.0,76.0,29.0,112.0,40.8
1,73,186.0,89.0,5.0,85.0,39.1
1,43,176.0,82.0,13.0,88.0,40.3
0,24,163.0,59.0,11.0,92.0,39.9
1,40,170.0,79.0,17.0,103.0,40.4
0,62,172.0,75.0,9.0,87.0,39.3
1,45,183.0,87.0,17.0,99.0,40.0
1,48,190.0,83.0,11.0,99.0,39.8
1,37,184.0,86.0,11.0,91.0,39.5
0,23,171.0,65.0,27.0,105.0,40.4
0,28,162.0,65.0,17.0,96.0,40.2
0,24,164.0,56.0,8.0,81.0,39.5
0,53,172.0,71.0,8.0,89.0,39.7
0,48,170.0,64.0,17.0,99.0,40.3
1,59,179.0,81.0,5.0,83.0,39.1
0,63,150.0,50.0,7.0,88.0,39.4
1,36,176.0,83.0,26.0,101.0,40.8
0,54,154.0,58.0,7.0,82.0,39.4
1,57,185.0,80.0,7.0,93.0,39.4
0,53,167.0,72.0,20.0,96.0,40.4
0,26,156.0,53.0,14.0,93.0,40.3
1,75,179.0,84.0,3.0,88.0,38.7
1,35,186.0,92.0,24.0,99.0,40.9
0,57,171.0,65.0,15.0,88.0,40.3
1,32,190.0,89.0,15.0,98.0,40.3
0,39,174.0,71.0,2.0,88.0,38.3
1,45,180.0,80.0,7.0,77.0,39.6
0,76,153.0,55.0,14.0,93.0,40.0
1,56,158.0,64.0,27.0,109.0,40.6
0,32,159.0,60.0,25.0,107.0,40.9
1,52,182.0,84.0,12.0,87.0,40.0
1,70,179.0,88.0,4.0,79.0,38.8
1,65,174.0,81.0,21.0,103.0,40.6
1,54,176.0,80.0,20.0,95.0,39.7
1,21,173.0,78.0,28.0,108.0,40.7
1,20,189.0,90.0,27.0,98.0,40.7
1,22,184.0,87.0,27.0,103.0,40.8
1,31,174.0,72.0,18.0,99.0,40.3
0,29,166.0,61.0,4.0,89.0,39.2
1,44,184.0,89.0,14.0,96.0,40.2
0,60,142.0,52.0,3.0,82.0,38.5
0,28,158.0,55.0,19.0,101.0,40.5
1,71,193.0,97.0,8.0,88.0,39.4
0,59,166.0,68.0,14.0,89.0,40.3
0,30,161.0,61.0,26.0,116.0,40.8
1,20,173.0,74.0,25.0,100.0,40.6
1,23,187.0,78.0,11.0,87.0,39.7
0,25,157.0,58.0,24.0,100.0,40.5
0,23,151.0,48.0,29.0,110.0,40.9
0,72,186.0,84.0,13.0,93.0,40.0
1,49,171.0,71.0,11.0,98.0,40.2
0,46,162.0,68.0,5.0,92.0,38.8
1,27,171.0,73.0,17.0,102.0,40.2
0,50,174.0,76.0,25.0,104.0,40.6
1,28,181.0,87.0,18.0,91.0,40.6
1,48,192.0,94.0,6.0,85.0,39.1
1,39,175.0,79.0,22.0,99.0,40.5
0,61,159.0,59.0,10.0,82.0,39.9
0,45,156.0,57.0,27.0,104.0,40.6
0,22,170.0,69.0,26.0,100.0,41.0
0,62,160.0,59.0,5.0,82.0,39.1
1,24,192.0,86.0,27.0,106.0,40.5
0,48,147.0,54.0,14.0,101.0,40.1
0,27,160.0,58.0,22.0,104.0,40.4
0,43,169.0,66.0,5.0,91.0,39.1
0,52,172.0,70.0,25.0,111.0,40.8
0,20,170.0,66.0,18.0,99.0,40.1
1,20,194.0,97.0,20.0,96.0,40.4
1,25,179.0,76.0,30.0,105.0,40.8
1,42,184.0,89.0,24.0,105.0,40.5
1,67,181.0,85.0,2.0,76.0,37.9
1,62,189.0,98.0,26.0,109.0,41.0
1,20,206.0,105.0,11.0,94.0,40.0
0,55,162.0,64.0,28.0,111.0,40.7
1,52,199.0,94.0,15.0,99.0,39.9
1,34,170.0,80.0,9.0,95.0,39.9
1,33,183.0,88.0,9.0,89.0,39.7
1,37,172.0,77.0,22.0,105.0,40.5
0,74,158.0,58.0,15.0,88.0,39.8
1,38,177.0,76.0,4.0,86.0,39.1
0,56,161.0,58.0,12.0,93.0,40.2
0,34,147.0,52.0,27.0,113.0,40.7
0,76,186.0,89.0,11.0,98.0,40.0
1,33,193.0,91.0,13.0,89.0,40.3
0,33,156.0,60.0,14.0,88.0,40.2
0,30,181.0,77.0,29.0,113.0,40.8
1,38,179.0,84.0,23.0,102.0,40.8
1,64,188.0,96.0,13.0,92.0,39.6
1,46,178.0,77.0,13.0,90.0,40.1
0,29,169.0,70.0,16.0,99.0,40.2
0,40,170.0,70.0,29.0,109.0,41.1
1,28,191.0,87.0,6.0,82.0,39.3
0,31,173.0,73.0,3.0,81.0,38.4
0,71,154.0,61.0,25.0,111.0,40.6
1,24,171.0,75.0,17.0,101.0,40.2
0,24,175.0,72.0,15.0,90.0,40.3
0,21,172.0,64.0,15.0,94.0,40.1
0,24,171.0,64.0,13.0,89.0,39.8
1,29,192.0,97.0,10.0,84.0,39.5
1,34,189.0,90.0,15.0,92.0,40.3
1,23,182.0,82.0,23.0,109.0,40.7
1,34,194.0,96.0,19.0,101.0,40.5
0,31,161.0,62.0,9.0,93.0,39.4
1,42,175.0,78.0,25.0,111.0,40.9
0,47,173.0,74.0,10.0,97.0,39.8
0,25,185.0,79.0,27.0,90.0,40.7
1,68,188.0,90.0,10.0,85.0,40.1
0,59,156.0,60.0,26.0,102.0,40.8
1,53,183.0,81.0,20.0,107.0,40.7
0,43,156.0,58.0,6.0,87.0,39.1
1,23,191.0,88.0,10.0,91.0,39.7
1,28,194.0,99.0,23.0,95.0,40.6
1,38,180.0,87.0,15.0,90.0,40.2
0,35,169.0,67.0,13.0,96.0,40.1
0,31,168.0,67.0,13.0,95.0,40.0
1,60,200.0,107.0,21.0,98.0,40.4
1,56,185.0,85.0,19.0,95.0,40.4
1,22,173.0,74.0,20.0,98.0,40.4
1,42,193.0,96.0,10.0,82.0,39.4
0,34,168.0,69.0,16.0,96.0,40.3
1,30,187.0,85.0,13.0,94.0,40.5
1,42,163.0,63.0,9.0,89.0,39.6
1,24,179.0,82.0,28.0,104.0,40.4
1,52,192.0,99.0,7.0,88.0,39.6
1,72,164.0,72.0,9.0,83.0,40.1
0,61,171.0,72.0,6.0,80.0,39.2
1,31,182.0,85.0,3.0,85.0,38.4
1,29,195.0,96.0,19.0,95.0,40.3
0,78,153.0,54.0,13.0,84.0,40.3
1,69,188.0,85.0,14.0,106.0,40.0
1,73,170.0,78.0,25.0,101.0,41.4
0,23,146.0,45.0,18.0,96.0,40.2
0,20,149.0,52.0,16.0,91.0,40.4
0,22,146.0,50.0,7.0,79.0,39.7
0,43,166.0,66.0,12.0,89.0,40.1
1,30,178.0,84.0,8.0,80.0,39.5
1,69,183.0,91.0,21.0,92.0,40.3
0,46,154.0,55.0,16.0,90.0,40.5
1,32,183.0,83.0,29.0,104.0,41.0
1,28,182.0,76.0,13.0,91.0,40.1
1,60,173.0,73.0,22.0,108.0,40.8
1,43,182.0,89.0,24.0,108.0,40.6
0,28,143.0,52.0,6.0,83.0,39.2
0,45,158.0,56.0,11.0,87.0,39.7
1,40,183.0,90.0,5.0,80.0,39.0
0,29,176.0,72.0,13.0,95.0,40.2
1,25,179.0,76.0,11.0,90.0,40.3
1,69,200.0,98.0,17.0,96.0,39.9
1,44,194.0,92.0,24.0,98.0,40.8
0,47,153.0,57.0,3.0,84.0,38.9
0,45,166.0,63.0,8.0,80.0,39.6
0,20,175.0,69.0,22.0,98.0,40.5
1,25,174.0,79.0,12.0,97.0,40.3
1,33,194.0,100.0,6.0,92.0,39.4
0,20,143.0,48.0,27.0,107.0,40.6
0,46,162.0,58.0,24.0,106.0,40.4
0,60,174.0,68.0,18.0,97.0,40.1
0,48,168.0,73.0,28.0,99.0,40.6
0,63,176.0,73.0,20.0,96.0,40.9
0,29,169.0,71.0,1.0,84.0,38.0
0,28,150.0,51.0,18.0,99.0,40.5
1,23,189.0,91.0,23.0,107.0,40.8
0,25,172.0,71.0,15.0,103.0,40.1
1,29,180.0,82.0,14.0,86.0,40.2
1,23,172.0,78.0,20.0,97.0,40.3
1,22,174.0,76.0,15.0,93.0,40.6
0,46,170.0,72.0,15.0,99.0,40.2
1,21,180.0,77.0,14.0,92.0,40.2
1,76,172.0,74.0,10.0,94.0,40.1
1,29,188.0,89.0,19.0,95.0,40.8
0,31,174.0,67.0,9.0,93.0,39.5
0,59,168.0,67.0,5.0,91.0,39.6
1,38,193.0,91.0,21.0,102.0,40.6
1,41,187.0,91.0,25.0,103.0,40.7
0,26,146.0,46.0,16.0,99.0,40.4
0,59,157.0,57.0,26.0,101.0,40.6
1,63,188.0,95.0,24.0,105.0,40.6
0,45,151.0,48.0,28.0,111.0,40.7
1,33,188.0,95.0,27.0,103.0,40.7
1,38,199.0,102.0,17.0,92.0,40.4
1,79,199.0,106.0,28.0,104.0,41.2
0,39,168.0,64.0,6.0,80.0,39.5
1,34,186.0,86.0,7.0,93.0,39.5
1,24,194.0,95.0,7.0,84.0,39.4
1,20,180.0,84.0,27.0,107.0,40.3
1,59,177.0,85.0,17.0,91.0,40.3
1,32,190.0,91.0,24.0,117.0,40.4
1,55,193.0,98.0,24.0,112.0,40.8
1,44,178.0,74.0,26.0,112.0,40.3
1,76,190.0,95.0,22.0,104.0,40.4
1,34,194.0,91.0,21.0,98.0,40.3
1,75,199.0,103.0,28.0,123.0,40.5
1,20,189.0,86.0,11.0,91.0,40.1
0,30,161.0,57.0,16.0,95.0,40.2
0,54,156.0,60.0,24.0,102.0,40.5
0,55,161.0,64.0,29.0,104.0,40.3
1,46,185.0,94.0,9.0,87.0,40.1
0,29,164.0,60.0,19.0,96.0,40.5
1,72,178.0,79.0,19.0,108.0,40.1
0,42,164.0,63.0,4.0,88.0,38.6
0,65,169.0,71.0,17.0,96.0,40.3
1,20,178.0,81.0,20.0,98.0,40.5
0,34,179.0,74.0,25.0,101.0,40.9
1,26,187.0,89.0,22.0,103.0,40.7
0,35,160.0,61.0,11.0,98.0,40.3
1,37,168.0,68.0,25.0,97.0,41.1
1,22,185.0,90.0,4.0,93.0,39.0
1,37,196.0,91.0,28.0,110.0,41.0
0,60,163.0,60.0,11.0,91.0,39.7
1,37,178.0,81.0,4.0,81.0,38.8
1,28,191.0,89.0,22.0,106.0,40.3
0,61,154.0,55.0,14.0,95.0,40.2
1,50,185.0,93.0,26.0,100.0,40.5
0,31,161.0,60.0,2.0,82.0,38.3
1,43,201.0,104.0,28.0,103.0,40.7
0,31,160.0,60.0,12.0,95.0,40.2
1,37,194.0,91.0,4.0,84.0,38.7
0,40,172.0,59.0,8.0,83.0,39.3
1,48,195.0,97.0,3.0,81.0,38.7
1,73,213.0,113.0,12.0,103.0,39.9
0,29,165.0,64.0,8.0,97.0,39.9
1,51,192.0,96.0,2.0,77.0,37.8
1,20,166.0,73.0,6.0,94.0,39.1
0,49,163.0,62.0,30.0,100.0,41.2
1,46,197.0,99.0,5.0,85.0,38.6
1,27,169.0,69.0,16.0,102.0,40.2
1,42,191.0,89.0,26.0,98.0,40.3
0,31,156.0,57.0,26.0,104.0,40.6
0,33,167.0,65.0,16.0,92.0,40.1
1,67,180.0,88.0,13.0,96.0,40.0
1,45,182.0,88.0,15.0,102.0,40.2
0,26,167.0,68.0,28.0,104.0,40.9
1,27,187.0,85.0,17.0,92.0,40.4
1,76,195.0,95.0,5.0,82.0,39.2
1,58,198.0,96.0,12.0,92.0,39.7
0,54,165.0,66.0,12.0,86.0,40.1
0,79,160.0,62.0,18.0,97.0,40.2
1,76,184.0,87.0,10.0,93.0,39.8
1,56,175.0,78.0,29.0,110.0,40.8
1,52,193.0,96.0,29.0,108.0,40.9
0,48,167.0,68.0,18.0,98.0,40.3
1,43,185.0,91.0,16.0,97.0,40.5
0,25,159.0,59.0,8.0,92.0,40.0
1,29,203.0,106.0,20.0,99.0,40.5
1,48,185.0,88.0,15.0,103.0,40.0
1,35,202.0,105.0,5.0,81.0,39.3
1,61,181.0,87.0,25.0,112.0,40.7
0,72,166.0,68.0,3.0,76.0,38.2
0,21,173.0,64.0,7.0,83.0,39.6
0,32,172.0,65.0,7.0,83.0,39.6
0,50,167.0,62.0,10.0,86.0,39.6
0,22,157.0,59.0,27.0,113.0,40.9
1,25,184.0,77.0,10.0,83.0,39.7
0,22,179.0,67.0,8.0,77.0,39.5
1,49,166.0,72.0,11.0,83.0,39.7
0,49,178.0,71.0,12.0,98.0,39.9
1,54,181.0,85.0,9.0,85.0,39.7
0,25,175.0,72.0,10.0,83.0,39.3
0,52,160.0,58.0,18.0,94.0,40.3
1,34,184.0,79.0,10.0,88.0,39.9
1,47,179.0,79.0,6.0,74.0,39.3
0,27,184.0,72.0,22.0,98.0,41.0
1,37,172.0,74.0,9.0,94.0,39.3
0,45,156.0,56.0,25.0,105.0,40.7
0,58,154.0,61.0,22.0,103.0,40.5
0,28,169.0,64.0,13.0,94.0,39.8
1,52,187.0,95.0,10.0,89.0,39.8
0,55,159.0,59.0,7.0,86.0,39.1
0,54,179.0,72.0,28.0,110.0,40.9
0,68,175.0,69.0,8.0,97.0,40.1
0,29,146.0,47.0,12.0,94.0,39.9
1,25,204.0,98.0,22.0,108.0,40.4
1,44,165.0,70.0,5.0,97.0,39.2
0,37,166.0,61.0,25.0,103.0,40.7
0,57,154.0,57.0,19.0,88.0,40.5
0,41,160.0,58.0,21.0,103.0,40.7
0,26,159.0,55.0,26.0,104.0,41.0
1,20,183.0,86.0,21.0,103.0,40.7
0,26,163.0,62.0,15.0,97.0,40.2
0,32,176.0,67.0,7.0,93.0,39.5
1,41,178.0,81.0,13.0,87.0,40.0
0,33,163.0,63.0,27.0,102.0,40.6
0,33,166.0,65.0,4.0,84.0,38.6
1,20,188.0,84.0,27.0,104.0,41.0
1,52,178.0,85.0,10.0,99.0,39.9
1,30,182.0,86.0,25.0,94.0,41.0
1,56,170.0,78.0,15.0,99.0,40.1
1,33,180.0,80.0,27.0,121.0,40.9
1,37,191.0,90.0,9.0,95.0,39.4
1,25,180.0,85.0,23.0,105.0,41.0
0,32,165.0,63.0,10.0,95.0,40.3
0,72,168.0,66.0,26.0,102.0,40.7
0,22,164.0,62.0,27.0,112.0,40.9
1,24,195.0,97.0,9.0,83.0,39.3
1,23,175.0,75.0,2.0,77.0,38.8
0,26,176.0,73.0,24.0,104.0,40.5
1,65,169.0,77.0,2.0,76.0,38.4
0,20,170.0,59.0,6.0,83.0,39.3
1,24,194.0,87.0,12.0,89.0,40.2
1,44,189.0,88.0,13.0,94.0,40.0
1,28,179.0,75.0,17.0,100.0,40.3
1,32,177.0,83.0,30.0,105.0,41.1
1,48,187.0,86.0,27.0,106.0,41.1
0,24,193.0,83.0,5.0,82.0,38.7
1,28,194.0,95.0,29.0,106.0,40.8
1,30,189.0,97.0,20.0,100.0,40.3
1,39,171.0,77.0,16.0,103.0,40.4
1,54,178.0,85.0,3.0,74.0,38.3
1,20,198.0,102.0,10.0,89.0,39.5
1,44,195.0,103.0,2.0,89.0,38.2
0,22,170.0,70.0,27.0,107.0,40.5
0,48,157.0,62.0,1.0,80.0,37.7
1,68,186.0,98.0,28.0,105.0,41.1
0,28,165.0,58.0,5.0,83.0,38.8
0,21,159.0,51.0,9.0,84.0,39.9
0,44,164.0,63.0,24.0,105.0,40.7
1,50,186.0,93.0,17.0,99.0,40.5
1,64,185.0,88.0,4.0,88.0,39.1
1,59,189.0,96.0,2.0,84.0,38.5
0,77,154.0,61.0,8.0,88.0,39.4
0,20,167.0,67.0,3.0,84.0,38.6
1,62,200.0,111.0,19.0,101.0,40.4
0,77,177.0,80.0,16.0,98.0,40.6
0,23,168.0,61.0,8.0,90.0,39.6
0,22,153.0,56.0,7.0,92.0,39.5
0,69,169.0,67.0,15.0,90.0,40.2
1,54,167.0,66.0,2.0,84.0,38.1
0,23,167.0,69.0,23.0,100.0,40.8
1,29,178.0,81.0,23.0,101.0,40.8
1,30,171.0,72.0,18.0,101.0,40.5
1,24,193.0,89.0,10.0,95.0,39.7
1,73,178.0,80.0,10.0,92.0,40.1
0,62,171.0,66.0,23.0,103.0,40.4
1,37,192.0,89.0,17.0,105.0,40.3
1,39,191.0,93.0,21.0,97.0,40.5
1,55,175.0,81.0,20.0,106.0,40.9
0,35,148.0,50.0,28.0,103.0,40.7
0,61,152.0,56.0,27.0,95.0,40.7
1,47,194.0,98.0,19.0,102.0,40.5
1,56,190.0,91.0,12.0,86.0,39.9
1,52,203.0,102.0,5.0,82.0,38.9
0,34,135.0,41.0,14.0,92.0,40.2
0,53,175.0,75.0,13.0,90.0,40.2
0,35,182.0,77.0,17.0,93.0,40.0
0,57,172.0,70.0,13.0,84.0,40.2
0,60,161.0,63.0,3.0,89.0,38.3
0,55,164.0,59.0,10.0,86.0,39.9
0,54,161.0,64.0,21.0,95.0,40.7
0,21,173.0,69.0,22.0,106.0,40.3
0,53,167.0,61.0,9.0,84.0,39.5
1,52,203.0,100.0,4.0,85.0,38.9
1,65,176.0,82.0,15.0,97.0,40.1
1,31,186.0,91.0,14.0,96.0,40.1
0,27,155.0,53.0,22.0,108.0,40.6
1,25,175.0,75.0,9.0,86.0,39.7
1,44,181.0,84.0,30.0,114.0,40.9
0,36,164.0,61.0,28.0,113.0,41.1
1,29,178.0,83.0,28.0,104.0,40.8
1,25,197.0,93.0,22.0,99.0,40.4
0,39,159.0,59.0,5.0,88.0,39.3
0,30,157.0,48.0,4.0,79.0,38.7
0,26,168.0,66.0,16.0,102.0,40.2
0,50,163.0,60.0,19.0,100.0,40.7
1,27,175.0,79.0,16.0,93.0,40.1
0,73,164.0,68.0,17.0,92.0,40.2
0,43,164.0,59.0,28.0,114.0,40.9
1,32,178.0,78.0,16.0,96.0,40.2
0,30,162.0,57.0,15.0,88.0,40.3
1,21,195.0,100.0,19.0,103.0,40.5
1,24,181.0,78.0,2.0,77.0,38.2
0,22,165.0,58.0,25.0,99.0,40.7
0,56,177.0,78.0,27.0,107.0,40.9
0,59,168.0,67.0,13.0,89.0,39.8
0,27,144.0,48.0,3.0,86.0,38.8
0,43,175.0,72.0,23.0,100.0,40.7
1,50,196.0,101.0,5.0,86.0,39.3
0,21,182.0,79.0,27.0,110.0,40.7
1,65,179.0,80.0,6.0,91.0,39.5
1,29,183.0,78.0,22.0,93.0,40.6
0,68,151.0,58.0,2.0,75.0,38.0
1,28,194.0,86.0,18.0,93.0,40.3
1,76,187.0,92.0,22.0,104.0,40.6
0,21,166.0,62.0,26.0,108.0,40.9
1,43,178.0,78.0,16.0,94.0,40.1
1,59,142.0,54.0,15.0,99.0,40.2
1,59,193.0,94.0,24.0,101.0,40.8
1,30,184.0,81.0,14.0,95.0,40.2
0,70,174.0,72.0,16.0,85.0,40.6
0,79,178.0,80.0,25.0,104.0,40.5
0,34,173.0,71.0,14.0,96.0,40.2
0,23,173.0,72.0,18.0,94.0,40.0
1,21,198.0,94.0,24.0,104.0,40.8
1,32,167.0,66.0,5.0,83.0,39.3
1,49,201.0,105.0,21.0,102.0,40.7
1,65,193.0,96.0,16.0,87.0,40.4
1,27,184.0,79.0,21.0,99.0,40.6
0,27,163.0,59.0,26.0,107.0,40.7
0,67,173.0,73.0,1.0,88.0,38.0
1,27,175.0,74.0,13.0,102.0,40.1
0,62,153.0,59.0,23.0,104.0,41.0
1,44,201.0,102.0,10.0,88.0,39.8
0,60,177.0,81.0,8.0,85.0,39.7
1,54,186.0,88.0,7.0,92.0,39.7
0,27,176.0,69.0,6.0,82.0,39.2
1,22,177.0,79.0,16.0,91.0,40.4
1,58,185.0,83.0,2.0,84.0,38.5
0,30,152.0,51.0,24.0,101.0,40.7
1,27,190.0,98.0,24.0,105.0,40.0
0,30,165.0,65.0,16.0,101.0,40.3
1,24,168.0,69.0,10.0,103.0,40.0
